DI_SEQUENCE_NUMBER,DI_OPERATION_TYPE,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,AUSME,DISPR,DISMM,DISPO,KZDIE,PLIFZ,WEBAZ,PERKZ,AUSSS,DISLS,BESKZ,SOBSL,SBDKZ,LAGPR,ALTSL,KZAUS,AUSDT,NFMAT,KZBED,MISKZ,FHORI,PFREI,FFREI,RGEKZ,FEVOR,BEARZ,RUEZT,TRANZ,DZEIT,MAXLZ,LZEIH,KZPRO,GPMKZ,UEETO,UEETK,UNETO,WZEIT,ATPKZ,VZUSL,HERBL,INSMK,SPROZ,QUAZT,SSQSS,MPDAU,KZPPV,KZDKZ,WSTGH,PRFRQ,NKMPR,LADGR,XCHPF,USEQU,LGRAD,AUFTL,PLVAR,OTYPE,OBJID,MTVFP,PERIV,KZKFK,VRVEZ,VBEAZ,LIZYK,BWSCL,KAUTB,KORDB,STAWN,HERKL,HERKR,EXPME,MTVER,PRCTR,MRPPP,SAUFT,FXHOR,VRMOD,VINT1,VINT2,VERKZ,STLAL,STLAN,PLNNR,APLAL,SOBSK,FRTME,LGPRO,DISGR,KAUSF,QZGTP,QMATV,TAKZT,RWPRO,COPAM,ABCIN,AWSLS,SERNP,CUOBJ,STDPD,SFEPR,XMCNG,QSSYS,LFRHY,RDPRF,VRBMT,VRBWK,VRBDT,VRBFK,AUTRU,PREFE,PRENC,PRENO,PREND,PRENE,PRENG,ITARK,SERVG,KZKUP,STRGR,CUOBV,LGFSB,SCHGT,CCFIX,EPRIO,QMATA,RESVP,PLNTY,UOMGR,UMRSL,ABFAC,SFCPF,SHFLG,SHZET,MDACH,KZECH,KOKRS,ZZBKLAS,ZZSTPRS,ZZWAERS,ZZVERPR,ZZLPLPR,ZZSTPRS_MM,ZZLOSGR,ZZMEINS,ZZEISBE,ZZPEINH,ZZWERKS_SRC,ZZSTPRS_SRC,ZZPEINH_SRC,ZZBSTRF,ZZBSTMI,ZZMINBE,ZZBSTFE,ZZMATOHD,ZZOHDCST,ZZLABCST,ZZPLPR,ZZPLP1,ZZKBETR,ZZKONWA,ZZSWAER,ZZMAT_LOOP,ZZLOOPSTDL,ZZSUBCOST,ZZLOOP_REL,ZZCST_SOBSL,ZZCST_BESKZ,ZZPRDTIER,ZZNODETYPE,ZZFRCST_RORG,ZZERHOR,ODQ_CHANGEMODE,ODQ_ENTITYCNTR
88348,X,PLM-DIEN-1700,1700,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000004506, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
90335,X,SH,1700,VD, , , , ,1/1/1900, , , , , ,ND, , ,0,0,M,0, ,F, , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,AQ, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
90352,X,SH1700,1700,VD, , , , ,1/1/1900, , , , , ,ND, , ,0,0,M,0, ,F, , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
95306,X,YY41101AL,1700,VD, , , , ,1/1/1900, , , , , ,ND, , ,0,0,M,0, ,X, , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,844.52,USD,USD, ,0,0, , , , , ,  0,0, ,0
95310,X,YY4110B60,1700,VD, , , , ,1/1/1900, , , , , ,ND, , ,0,0,M,0, ,X, , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,884.74,USD,USD, ,0,0, , , , , ,  0,0, ,0
95360,X,YY46N020K,1700,VD, , , , ,1/1/1900, , , , , ,ND, , ,0,0,M,0, ,X, , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,1568.4,USD,USD, ,0,0, , , , , ,  0,0, ,0
119848,X,TO BE APPROVED,1700,VS, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,D, , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
119859,X,TO BE DETERMINED,1700,VS, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,D, , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
119870,X,TO BE EXTENDED,1700,VS, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,D, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
119879,X,TO BE VALIDATED,1700,VS, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,D, , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73828,X,4508-PROTOTYPE,1710,VL, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,AQ, , , ,0000004508, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
75883,X,ASSET-TRANSFER,1710,VLS, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,AQ, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
119801,X,SVC-LP-WARRANTY,1850,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,N/A,AQ, , , ,0000007129, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
119860,X,TO BE DETERMINED,1850,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
79899,X,DE-12119,2080,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000006206, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
80379,X,DE-25093,2080,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000006206, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
80381,X,DE-25196,2080,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000006206, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
80871,X,DE-35275,2080,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000006208, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
80887,X,DE-35319,2080,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000006206, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1200,USD,USD, ,0,0, , , , , ,  0,0, ,0
119880,X,TO BE VALIDATED,2080,V, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
102811,X,4507-SERVICE,4010,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,4010,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
119849,X,TO BE APPROVED,4010,V, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,4010,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
119862,X,TO BE DETERMINED,4010,VPL, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,DE,08, , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0,X, , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,4010,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
119871,X,TO BE EXTENDED,4010,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,N/A,DE, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,4010,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
119881,X,TO BE VALIDATED,4010,VPL, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,DE, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0,X, , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,4010,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
71308,X,1220-PROTOTYPE,4050,VPLS, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,NAU,AQ, , , ,0000001220, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0,X, , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
86336,X,IFC-650X,4050,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
86348,X,IFC-6510,4050,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
88897,X,PT-4100,4050,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003960, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
102803,X,4507-ACCEPTANCE,4050,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
119850,X,TO BE APPROVED,4050,VS, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
119863,X,TO BE DETERMINED,4050,VS, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,N/A,MY, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
119872,X,TO BE EXTENDED,4050,VS, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,N/A,MY, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
119882,X,TO BE VALIDATED,4050,VLS, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,N/A,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , ,C, , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,4050,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
71350,X,1250-CLEANING-SVCE,4160,V, , ,X, ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001,X, ,0, , , ,0,02,Z9, ,0,0, , , , ,NAU,JP, , , ,0000001833, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,JPY,0,0,0,0, ,0,0,4160,0,0,0,0,0,0,0,0,0,0,0,0, ,JPY, ,0,0, , , , , ,  0,0, ,0
81389,X,DI3,4160,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003560, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,JPY,0,0,0,0, ,0,0,4160,0,0,0,0,0,0,0,0,0,0,0,0, ,JPY, ,0,0, , , , , ,  0,0, ,0
